ID;POTENCIA;NRESIDENTES;TIPOVIVIENDA;PROVINCIA;MES;PREDICCION_CONSUMO;PREDICCION_PRECIO;COSTE_POTENCIA;COSTE_ESTIMADO;FECHA_PREDICCION
3535;3.6;2.1;Adosado;ZARAGOZA;2025-08;384.74;78.2635;281.75;30111.1;2025-04-20
3536;5.3;2.4;Adosado;JAEN;2025-04;303.85;188.9319;1001.34;57406.96;2025-04-20
3537;3.6;2.4;Casa Unifamiliar;SEVILLA;2025-10;596.2;77.9564;280.64;46477.61;2025-04-20
3538;5.5;4.1;Adosado;NAVARRA;2025-08;395.24;71.5504;393.53;28279.58;2025-04-20
3539;6.3;3.1;Piso;BARCELONA;2025-07;300.17;71.637;451.31;21503.28;2025-04-20
3540;4.6;3.6;Duplex;SALAMANCA;2025-08;357.3;417.1742;1919.0;149056.34;2025-04-20
3541;4.2;2.4;Piso;OURENSE;2025-05;230.09;51.725;217.24;11901.41;2025-04-20
3542;6.2;3.4;Piso;ALICANTE;2025-05;198.76;80.5035;499.12;16000.88;2025-04-20
3543;4.9;4.6;Casa Unifamiliar;HUELVA;2025-05;533.26;154.578;757.43;82430.26;2025-04-20
3544;4.9;2.3;Casa Unifamiliar;CADIZ;2025-03;463.28;63.9406;313.31;29622.4;2025-04-20
3545;3.9;2.2;Piso;SEVILLA;2025-07;288.9;42.2102;164.62;12194.53;2025-04-20
3546;3.6;2.6;Duplex;HUESCA;2025-05;446.0;81.2998;292.68;36259.71;2025-04-20
3547;6.1;2.1;Adosado;LLEIDA;2025-09;314.54;87.0248;530.85;27372.78;2025-04-20
3548;3.6;2.8;Piso;BADAJOZ;2025-04;306.0;54.7572;197.13;16755.7;2025-04-20
3549;3.5;3.3;Piso;ZAMORA;2025-07;305.34;360.3586;1261.26;110031.89;2025-04-20
3550;6.5;3.3;Piso;SANTA CRUZ DE TENERIFE;2025-06;214.97;70.5355;458.48;15163.02;2025-04-20
3551;4.6;3.1;Duplex;GIRONA;2025-03;456.13;61.4606;282.72;28034.02;2025-04-20
3552;4.9;3.1;Duplex;CIUDAD REAL;2025-09;418.34;61.3156;300.45;25650.77;2025-04-20
3553;5.5;2.9;Adosado;ALBACETE;2025-09;400.99;93.811;515.96;37617.27;2025-04-20
3554;5.1;2.8;Piso;PONTEVEDRA;2025-09;255.94;74.7891;381.42;19141.52;2025-04-20
3555;4.5;4.1;Duplex;CORDOBA;2025-09;358.26;172.2158;774.97;61698.03;2025-04-20
3556;6.0;2.2;Casa Unifamiliar;HUELVA;2025-07;610.03;58.3706;350.22;35607.82;2025-04-20
3557;3.4;2.2;Adosado;ALICANTE;2025-03;378.4;57.6433;195.99;21812.22;2025-04-20
3558;4.5;3.1;Piso;VALLADOLID;2025-05;293.71;493.4993;2220.75;144945.68;2025-04-20
3559;6.5;2.4;Piso;PALENCIA;2025-07;254.99;243.0845;1580.05;61984.12;2025-04-20
3560;3.6;3.1;Casa Unifamiliar;BURGOS;2025-10;608.12;62.1605;223.78;37801.04;2025-04-20
3561;6.4;4.9;Adosado;BURGOS;2025-10;405.19;92.1796;589.95;37350.25;2025-04-20
3562;3.8;4.8;Casa Unifamiliar;TERUEL;2025-04;599.0;63.0785;239.7;37784.02;2025-04-20
3563;4.1;4.0;Adosado;TOLEDO;2025-07;339.95;57.1905;234.48;19441.91;2025-04-20
3564;3.4;3.4;Adosado;ILLES BALEARS;2025-07;396.47;72.639;246.97;28799.18;2025-04-20
3565;6.5;4.2;Piso;MALAGA;2025-06;300.42;370.1426;2405.93;111198.24;2025-04-20
3566;5.7;2.8;Adosado;VALLADOLID;2025-07;399.46;73.3997;418.38;29320.24;2025-04-20
3567;5.4;2.6;Piso;BIZKAIA;2025-09;281.92;491.679;2655.07;138614.14;2025-04-20
3568;5.2;4.4;Piso;CADIZ;2025-09;273.06;63.5409;330.41;17350.48;2025-04-20
3569;6.6;4.8;Casa Unifamiliar;CASTELLON;2025-05;607.42;74.2522;490.06;45102.27;2025-04-20
3570;5.4;3.2;Adosado;MALAGA;2025-05;398.45;422.4929;2281.46;168342.3;2025-04-20
3571;5.7;2.9;Piso;CANTABRIA;2025-04;196.52;81.8096;466.31;16077.22;2025-04-20
3572;3.9;4.0;Duplex;ALAVA;2025-07;377.96;41.781;162.95;15791.55;2025-04-20
3573;4.4;4.6;Duplex;HUESCA;2025-06;418.36;207.553;913.23;86831.87;2025-04-20
3574;3.3;4.6;Piso;TOLEDO;2025-10;297.75;40.8847;134.92;12173.42;2025-04-20
3575;6.0;2.2;Adosado;CORDOBA;2025-04;393.66;177.4514;1064.71;69855.52;2025-04-20
3576;4.0;2.6;Adosado;ILLES BALEARS;2025-10;362.99;330.6524;1322.61;120023.51;2025-04-20
3577;5.8;2.9;Duplex;ZARAGOZA;2025-08;455.9;66.8386;387.66;30471.72;2025-04-20
3578;6.6;4.2;Casa Unifamiliar;VALLADOLID;2025-03;610.85;69.1578;456.44;42245.04;2025-04-20
3579;4.7;3.3;Casa Unifamiliar;SORIA;2025-09;489.25;73.5086;345.49;35964.08;2025-04-20
3580;6.0;3.6;Piso;LEON;2025-08;238.26;108.7078;652.25;25900.72;2025-04-20
3581;6.2;4.5;Piso;CUENCA;2025-10;240.64;161.8483;1003.46;38947.17;2025-04-20
3582;3.7;2.2;Duplex;A CORUÑA;2025-07;446.08;323.0377;1195.24;144100.66;2025-04-20
3583;3.9;4.1;Duplex;NAVARRA;2025-07;383.67;76.2328;297.31;29248.24;2025-04-20
3584;4.0;4.9;Piso;CIUDAD REAL;2025-05;219.06;259.7136;1038.85;56892.86;2025-04-20
3585;6.6;3.4;Casa Unifamiliar;BARCELONA;2025-06;584.13;62.2939;411.14;36387.74;2025-04-20
3586;4.2;5.0;Piso;SEVILLA;2025-05;272.42;508.9986;2137.79;138661.4;2025-04-20
3587;4.0;4.2;Piso;ZAMORA;2025-09;269.55;64.307;257.23;17333.95;2025-04-20
3588;3.6;2.4;Piso;ASTURIAS;2025-07;226.57;318.2297;1145.63;72101.3;2025-04-20
3589;5.4;3.4;Adosado;SORIA;2025-08;311.47;492.9765;2662.07;153547.39;2025-04-20
3590;5.0;4.1;Duplex;LUGO;2025-09;457.37;67.3328;336.66;30796.0;2025-04-20
3591;3.5;2.3;Casa Unifamiliar;VALLADOLID;2025-07;499.34;189.1965;662.19;94473.38;2025-04-20
3592;4.4;3.0;Duplex;BIZKAIA;2025-07;346.78;508.4044;2236.98;176304.48;2025-04-20
3593;4.8;4.2;Piso;LA RIOJA;2025-03;295.85;54.8569;263.31;16229.41;2025-04-20
3594;5.8;3.7;Casa Unifamiliar;LAS PALMAS;2025-07;608.71;250.1201;1450.7;152250.61;2025-04-20
3595;3.3;2.5;Casa Unifamiliar;ALBACETE;2025-10;477.09;170.8319;563.75;81502.19;2025-04-20
3596;4.9;3.1;Duplex;NAVARRA;2025-04;389.83;188.4714;923.51;73471.81;2025-04-20
3597;5.6;3.0;Casa Unifamiliar;LEON;2025-06;520.77;74.4325;416.82;38762.21;2025-04-20
3598;5.7;2.8;Duplex;LEON;2025-09;381.56;84.8226;483.49;32364.91;2025-04-20
3599;3.6;3.7;Duplex;CASTELLON;2025-07;436.61;54.8178;197.34;23934.0;2025-04-20
3600;4.4;3.6;Adosado;GRANADA;2025-04;310.52;93.2615;410.35;28959.56;2025-04-20
3601;6.4;2.3;Piso;CADIZ;2025-07;230.08;41.2445;263.96;9489.53;2025-04-20
3602;6.6;4.4;Piso;TERUEL;2025-06;226.21;331.1918;2185.87;74918.9;2025-04-20
3603;3.7;4.3;Casa Unifamiliar;ASTURIAS;2025-07;529.34;64.9605;240.35;34386.19;2025-04-20
3604;5.3;2.8;Piso;HUESCA;2025-04;264.7;61.2288;324.51;16207.26;2025-04-20
3605;5.0;2.0;Piso;AVILA;2025-08;243.5;100.9918;504.96;24591.5;2025-04-20
3606;4.9;4.7;Duplex;CACERES;2025-07;354.56;53.6522;262.9;19022.92;2025-04-20
3607;4.6;3.3;Casa Unifamiliar;ALAVA;2025-09;575.99;108.5695;499.42;62534.95;2025-04-20
3608;3.9;3.0;Adosado;MADRID;2025-08;296.38;78.7481;307.12;23339.36;2025-04-20
3609;5.6;4.9;Duplex;CUENCA;2025-05;349.47;96.0643;537.96;33571.59;2025-04-20
3610;5.5;4.9;Piso;CADIZ;2025-07;196.35;284.6727;1565.7;55895.48;2025-04-20
3611;6.0;4.1;Adosado;TERUEL;2025-05;392.87;73.5014;441.01;28876.5;2025-04-20
3612;5.7;3.0;Duplex;TARRAGONA;2025-03;441.9;102.1621;582.32;45145.43;2025-04-20
3613;6.3;3.7;Casa Unifamiliar;ZARAGOZA;2025-06;584.25;62.3571;392.85;36432.14;2025-04-20
3614;5.4;3.1;Casa Unifamiliar;BADAJOZ;2025-07;604.94;96.4643;520.91;58355.11;2025-04-20
3615;4.4;2.9;Casa Unifamiliar;ILLES BALEARS;2025-04;604.37;155.3831;683.69;93908.88;2025-04-20
3616;4.6;4.3;Adosado;CANTABRIA;2025-07;301.68;101.8205;468.37;30717.21;2025-04-20
3617;5.3;3.1;Adosado;GIRONA;2025-10;395.22;328.7986;1742.63;129947.78;2025-04-20
3618;3.5;4.3;Adosado;CACERES;2025-06;394.34;86.4781;302.67;34101.77;2025-04-20
3619;3.7;3.4;Duplex;ZAMORA;2025-09;418.77;98.7536;365.39;41355.05;2025-04-20
3620;3.8;2.7;Duplex;ZAMORA;2025-04;441.58;52.4688;199.38;23169.17;2025-04-20
3621;5.1;2.1;Casa Unifamiliar;OURENSE;2025-10;504.55;67.3701;343.59;33991.58;2025-04-20
3622;5.8;4.5;Adosado;VALENCIA;2025-05;361.89;68.6154;397.97;24831.23;2025-04-20
3623;5.3;3.8;Adosado;VALLADOLID;2025-04;358.94;77.9282;413.02;27971.55;2025-04-20
3624;4.8;2.7;Adosado;HUESCA;2025-10;373.63;65.7042;315.38;24549.06;2025-04-20
3625;3.8;4.9;Duplex;AVILA;2025-06;453.89;41.1924;156.53;18696.82;2025-04-20
3626;4.3;4.3;Duplex;CASTELLON;2025-08;446.41;91.8231;394.84;40990.75;2025-04-20
3627;3.7;3.3;Adosado;BURGOS;2025-05;304.69;64.4696;238.54;19643.24;2025-04-20
3628;4.8;4.1;Duplex;ILLES BALEARS;2025-03;425.26;88.8372;426.42;37778.91;2025-04-20
3629;6.0;3.9;Adosado;TARRAGONA;2025-07;310.98;62.4381;374.63;19417.0;2025-04-20
3630;4.6;4.5;Adosado;BARCELONA;2025-04;385.02;151.2492;695.75;58233.97;2025-04-20
3631;4.6;2.8;Piso;MALAGA;2025-09;296.88;65.4486;301.06;19430.38;2025-04-20
3632;3.4;3.5;Duplex;ALMERIA;2025-06;361.56;81.6148;277.49;29508.65;2025-04-20
3633;3.9;4.1;Casa Unifamiliar;HUELVA;2025-04;429.51;83.0395;323.85;35666.3;2025-04-20
3634;5.8;2.9;Adosado;ASTURIAS;2025-09;404.27;134.6333;780.87;54428.2;2025-04-20
3635;5.4;2.8;Piso;MURCIA;2025-10;296.62;107.7206;581.69;31952.08;2025-04-20
3636;4.9;3.4;Casa Unifamiliar;SORIA;2025-07;494.3;85.0825;416.9;42056.28;2025-04-20
3637;6.1;3.9;Duplex;TERUEL;2025-08;448.52;320.9973;1958.08;143973.71;2025-04-20
3638;4.9;4.0;Duplex;HUESCA;2025-03;398.27;71.1455;348.61;28335.12;2025-04-20
3639;5.5;4.8;Adosado;ILLES BALEARS;2025-06;400.54;186.4067;1025.24;74663.34;2025-04-20
3640;6.5;3.7;Piso;ZARAGOZA;2025-10;235.13;43.3781;281.96;10199.49;2025-04-20
3641;5.4;4.5;Casa Unifamiliar;ZARAGOZA;2025-06;611.85;169.2866;914.15;103578.01;2025-04-20
3642;5.9;4.2;Duplex;GUADALAJARA;2025-06;457.97;84.0051;495.63;38471.82;2025-04-20
3643;5.6;2.6;Piso;PONTEVEDRA;2025-04;196.95;108.8402;609.51;21436.08;2025-04-20
3644;4.4;2.4;Casa Unifamiliar;CUENCA;2025-07;558.59;26.08;114.75;14568.03;2025-04-20
3645;5.7;4.5;Adosado;SEVILLA;2025-07;345.14;88.3603;503.65;30496.67;2025-04-20
3646;5.2;2.8;Duplex;LEON;2025-04;349.78;72.0115;374.46;25188.18;2025-04-20
3647;6.0;3.9;Duplex;CASTELLON;2025-10;400.89;333.4466;2000.68;133675.41;2025-04-20
3648;5.2;3.1;Adosado;JAEN;2025-06;404.06;81.2139;422.31;32815.29;2025-04-20
3649;4.2;2.9;Piso;BADAJOZ;2025-05;176.24;87.0217;365.49;15336.7;2025-04-20
3650;6.5;2.9;Duplex;ASTURIAS;2025-04;452.55;90.0608;585.4;40757.02;2025-04-20
3651;4.7;4.5;Adosado;VALLADOLID;2025-05;338.39;283.6521;1333.16;95985.03;2025-04-20
3652;6.6;4.5;Piso;GUADALAJARA;2025-08;279.22;502.1702;3314.32;140215.96;2025-04-20
3653;4.3;2.3;Adosado;SEVILLA;2025-08;287.28;106.3944;457.5;30564.98;2025-04-20
3654;5.8;3.7;Piso;LA RIOJA;2025-05;300.61;172.9959;1003.38;52004.3;2025-04-20
3655;4.0;4.5;Duplex;PALENCIA;2025-03;355.39;96.3238;385.3;34232.52;2025-04-20
3656;4.2;2.5;Casa Unifamiliar;GUADALAJARA;2025-04;552.76;76.8768;322.88;42494.42;2025-04-20
3657;4.0;2.7;Adosado;CORDOBA;2025-09;399.86;87.4392;349.76;34963.44;2025-04-20
3658;5.3;4.2;Casa Unifamiliar;SEGOVIA;2025-04;492.72;60.1959;319.04;29659.72;2025-04-20
3659;4.2;3.3;Duplex;SORIA;2025-10;438.95;500.9778;2104.11;219904.21;2025-04-20
3660;4.6;2.0;Piso;OURENSE;2025-04;295.5;63.9041;293.96;18883.66;2025-04-20
3661;4.1;3.7;Casa Unifamiliar;NAVARRA;2025-08;594.99;347.9652;1426.66;207035.81;2025-04-20
3662;3.5;2.5;Adosado;HUESCA;2025-09;405.11;69.7585;244.15;28259.87;2025-04-20
3663;5.9;4.9;Casa Unifamiliar;PONTEVEDRA;2025-10;474.65;92.0372;543.02;43685.46;2025-04-20
3664;5.5;3.2;Casa Unifamiliar;BADAJOZ;2025-09;531.38;93.176;512.47;49511.86;2025-04-20
3665;3.8;2.9;Adosado;SANTA CRUZ DE TENERIFE;2025-06;391.27;79.5812;302.41;31137.74;2025-04-20
3666;4.1;2.2;Piso;PALENCIA;2025-03;294.92;65.7763;269.68;19398.75;2025-04-20
3667;5.8;2.6;Piso;ZARAGOZA;2025-05;258.7;86.6075;502.32;22405.36;2025-04-20
3668;3.4;4.1;Adosado;LLEIDA;2025-04;392.87;90.5433;307.85;35571.75;2025-04-20
3669;3.5;3.2;Duplex;SALAMANCA;2025-08;445.96;86.1313;301.46;38411.11;2025-04-20
3670;5.7;3.5;Duplex;TOLEDO;2025-09;412.14;83.6736;476.94;34485.24;2025-04-20
3671;5.4;3.3;Adosado;VALENCIA;2025-10;400.03;65.7818;355.22;26314.69;2025-04-20
3672;5.8;4.4;Piso;LAS PALMAS;2025-04;180.23;86.644;502.54;15615.85;2025-04-20
3673;4.9;3.4;Piso;JAEN;2025-07;177.56;40.9042;200.43;7262.95;2025-04-20
3674;3.7;2.6;Adosado;VALENCIA;2025-03;396.79;81.4968;301.54;32337.12;2025-04-20
3675;4.9;3.2;Piso;JAEN;2025-10;268.98;72.8007;356.72;19581.93;2025-04-20
3676;3.4;3.2;Duplex;CUENCA;2025-05;377.98;71.9736;244.71;27204.58;2025-04-20
3677;4.9;4.1;Casa Unifamiliar;CIUDAD REAL;2025-04;599.56;64.6337;316.71;38751.78;2025-04-20
3678;5.9;3.4;Piso;PALENCIA;2025-04;215.2;53.5758;316.1;11529.51;2025-04-20
3679;6.1;5.0;Casa Unifamiliar;SEVILLA;2025-04;586.05;75.4709;460.37;44229.72;2025-04-20
3680;4.4;3.3;Piso;MURCIA;2025-09;251.91;51.3894;226.11;12945.5;2025-04-20
3681;5.7;3.2;Duplex;PONTEVEDRA;2025-05;446.44;72.6224;413.95;32421.54;2025-04-20
3682;5.1;3.4;Casa Unifamiliar;AVILA;2025-03;598.68;73.2896;373.78;43877.02;2025-04-20
3683;4.3;4.7;Adosado;CADIZ;2025-03;405.74;62.01;266.64;25159.94;2025-04-20
3684;4.2;4.8;Casa Unifamiliar;MURCIA;2025-03;455.76;194.567;817.18;88675.86;2025-04-20
3685;3.7;2.3;Duplex;ALMERIA;2025-09;414.0;76.7765;284.07;31785.47;2025-04-20
3686;3.6;3.3;Casa Unifamiliar;SORIA;2025-03;522.16;59.7262;215.01;31186.63;2025-04-20
3687;4.2;3.7;Piso;CIUDAD REAL;2025-05;249.22;54.2249;227.74;13513.93;2025-04-20
3688;5.2;3.9;Adosado;LAS PALMAS;2025-10;406.6;106.0556;551.49;43122.21;2025-04-20
3689;4.5;3.2;Adosado;ALMERIA;2025-04;348.32;196.6588;884.96;68500.19;2025-04-20
3690;3.4;2.1;Piso;PONTEVEDRA;2025-09;249.35;83.9789;285.53;20940.14;2025-04-20
3691;6.4;2.4;Casa Unifamiliar;SALAMANCA;2025-04;603.19;41.8966;268.14;25271.61;2025-04-20
3692;5.3;2.4;Casa Unifamiliar;SEVILLA;2025-08;513.24;339.1593;1797.54;174070.12;2025-04-20
3693;3.4;4.5;Piso;VALENCIA;2025-09;296.3;165.8378;563.85;49137.74;2025-04-20
3694;3.3;2.8;Adosado;HUESCA;2025-05;404.52;83.8041;276.55;33900.43;2025-04-20
3695;3.6;4.0;Duplex;JAEN;2025-10;413.8;71.2401;256.46;29479.15;2025-04-20
3696;5.1;3.5;Adosado;TOLEDO;2025-04;305.93;78.1025;398.32;23893.9;2025-04-20
3697;4.7;2.6;Adosado;ILLES BALEARS;2025-05;376.23;76.0176;357.28;28600.1;2025-04-20
3698;5.6;2.8;Duplex;AVILA;2025-07;306.3;164.4392;920.86;50367.73;2025-04-20
3699;3.7;4.8;Adosado;AVILA;2025-06;397.67;291.9821;1080.33;116112.52;2025-04-20
3700;6.4;2.3;Casa Unifamiliar;OURENSE;2025-09;470.88;66.2794;424.19;31209.64;2025-04-20
3701;5.6;3.3;Duplex;SALAMANCA;2025-07;390.43;85.0407;476.23;33202.44;2025-04-20
3702;5.0;4.6;Piso;SALAMANCA;2025-08;298.36;53.155;265.77;15859.33;2025-04-20
3703;5.4;3.3;Casa Unifamiliar;SEVILLA;2025-09;469.81;51.3866;277.49;24141.94;2025-04-20
3704;3.7;4.7;Duplex;TERUEL;2025-08;359.36;60.5549;224.05;21761.01;2025-04-20
3705;4.3;3.3;Casa Unifamiliar;ASTURIAS;2025-03;599.33;72.4758;311.65;43436.92;2025-04-20
3706;6.4;4.0;Casa Unifamiliar;TARRAGONA;2025-08;571.26;83.9385;537.21;47950.71;2025-04-20
3707;6.1;2.0;Duplex;HUELVA;2025-10;445.71;60.699;370.26;27054.15;2025-04-20
3708;4.9;3.2;Duplex;CACERES;2025-10;439.51;335.0366;1641.68;147251.94;2025-04-20
3709;4.6;2.3;Piso;VALLADOLID;2025-10;299.71;78.4558;360.9;23513.99;2025-04-20
3710;3.5;4.7;Casa Unifamiliar;LLEIDA;2025-07;516.26;72.0003;252.0;37170.87;2025-04-20
3711;4.5;4.1;Piso;ZAMORA;2025-07;305.03;258.9664;1165.35;78992.52;2025-04-20
3712;6.0;4.6;Piso;TARRAGONA;2025-03;300.18;75.0878;450.53;22539.86;2025-04-20
3713;5.1;3.2;Duplex;PONTEVEDRA;2025-07;379.14;76.3105;389.18;28932.36;2025-04-20
3714;5.6;3.7;Piso;CADIZ;2025-09;297.09;56.2828;315.18;16721.06;2025-04-20
3715;4.4;4.6;Casa Unifamiliar;CANTABRIA;2025-05;521.33;26.4955;116.58;13812.9;2025-04-20
3716;4.0;4.4;Adosado;MURCIA;2025-09;380.81;37.1778;148.71;14157.68;2025-04-20
3717;4.4;4.3;Piso;ILLES BALEARS;2025-08;240.33;40.9434;180.15;9839.93;2025-04-20
3718;6.2;2.3;Duplex;MALAGA;2025-09;456.77;31.875;197.62;14559.54;2025-04-20
3719;6.2;4.1;Duplex;GRANADA;2025-09;420.9;71.6579;444.28;30160.81;2025-04-20
3720;5.2;4.8;Adosado;SEVILLA;2025-05;321.33;53.7011;279.25;17255.77;2025-04-20
3721;5.5;4.6;Adosado;LA RIOJA;2025-08;371.94;43.4749;239.11;16170.05;2025-04-20
3722;5.1;4.3;Duplex;CACERES;2025-06;446.81;53.9036;274.91;24084.67;2025-04-20
3723;5.4;4.6;Adosado;GUADALAJARA;2025-03;342.35;38.0726;205.59;13034.15;2025-04-20
3724;3.3;3.3;Piso;LEON;2025-06;299.37;82.9376;273.69;24829.03;2025-04-20
3725;5.3;3.6;Casa Unifamiliar;CANTABRIA;2025-05;577.15;53.8181;285.24;31061.12;2025-04-20
3726;5.8;4.1;Casa Unifamiliar;ZAMORA;2025-09;594.4;69.3031;401.96;41193.76;2025-04-20
3727;4.7;3.4;Piso;BIZKAIA;2025-06;233.45;54.4015;255.69;12700.03;2025-04-20
3728;5.0;4.6;Casa Unifamiliar;ILLES BALEARS;2025-07;532.12;66.2852;331.43;35271.68;2025-04-20
3729;5.2;3.4;Duplex;ALAVA;2025-05;441.06;169.4962;881.38;74757.99;2025-04-20
3730;4.6;4.6;Casa Unifamiliar;CASTELLON;2025-04;518.15;42.4979;195.49;22020.29;2025-04-20
3731;5.3;3.1;Duplex;ALBACETE;2025-03;394.36;54.5721;289.23;21521.05;2025-04-20
3732;3.4;4.5;Adosado;HUESCA;2025-03;398.58;61.734;209.9;24605.94;2025-04-20
3733;5.4;4.6;Duplex;ALICANTE;2025-04;392.47;94.5549;510.6;37109.96;2025-04-20
3734;4.5;4.6;Adosado;VALENCIA;2025-10;338.43;75.3826;339.22;25511.73;2025-04-20
3735;5.5;2.3;Casa Unifamiliar;AVILA;2025-09;507.73;42.2011;232.11;21426.76;2025-04-20
3736;4.7;3.8;Casa Unifamiliar;GRANADA;2025-07;542.24;171.3099;805.16;92891.08;2025-04-20
3737;6.0;4.7;Casa Unifamiliar;BURGOS;2025-10;575.21;115.68;694.08;66540.29;2025-04-20
3738;5.8;4.7;Duplex;CUENCA;2025-09;446.02;67.2062;389.8;29975.31;2025-04-20
3739;4.6;3.6;Casa Unifamiliar;CACERES;2025-05;604.37;82.0285;377.33;49575.56;2025-04-20
3740;5.3;2.0;Duplex;VALLADOLID;2025-05;386.81;62.8276;332.99;24302.34;2025-04-20
3741;4.2;4.7;Piso;BADAJOZ;2025-09;296.48;113.7443;477.73;33722.91;2025-04-20
3742;4.8;2.4;Piso;GUADALAJARA;2025-05;183.57;70.6047;338.9;12960.9;2025-04-20
3743;5.1;4.8;Piso;CIUDAD REAL;2025-03;295.46;70.5983;360.05;20858.97;2025-04-20
3744;4.1;3.0;Piso;ZARAGOZA;2025-03;186.75;160.3386;657.39;29943.23;2025-04-20
3745;3.7;2.1;Casa Unifamiliar;AVILA;2025-10;564.62;82.5677;305.5;46619.37;2025-04-20
3746;6.4;4.1;Casa Unifamiliar;BIZKAIA;2025-10;561.51;93.6308;599.24;52574.63;2025-04-20
3747;4.1;3.0;Casa Unifamiliar;ZARAGOZA;2025-08;591.38;86.1536;353.23;50949.52;2025-04-20
3748;4.0;4.2;Casa Unifamiliar;CIUDAD REAL;2025-10;570.43;92.1225;368.49;52549.44;2025-04-20
3749;5.2;4.4;Casa Unifamiliar;BURGOS;2025-05;541.53;70.9987;369.19;38447.93;2025-04-20
3750;3.3;3.6;Duplex;LAS PALMAS;2025-07;449.83;95.4871;315.11;42952.96;2025-04-20
3751;4.8;4.5;Piso;ALAVA;2025-09;293.62;190.3476;913.67;55889.86;2025-04-20
3752;4.5;4.2;Casa Unifamiliar;ZAMORA;2025-09;591.45;260.5734;1172.58;154116.14;2025-04-20
3753;3.9;3.1;Adosado;CASTELLON;2025-10;398.68;155.2326;605.41;61888.13;2025-04-20
3754;5.3;4.7;Piso;MADRID;2025-05;303.12;244.181;1294.16;74016.14;2025-04-20
3755;4.7;2.3;Duplex;CADIZ;2025-10;389.15;72.1772;339.23;28087.76;2025-04-20
3756;4.7;2.1;Duplex;TARRAGONA;2025-10;398.31;82.0332;385.56;32674.64;2025-04-20
3757;4.4;2.8;Casa Unifamiliar;LEON;2025-10;570.32;72.0024;316.81;41064.41;2025-04-20
3758;5.1;4.2;Casa Unifamiliar;HUELVA;2025-07;590.25;398.2727;2031.19;235080.46;2025-04-20
3759;5.0;3.0;Adosado;GIRONA;2025-05;294.22;67.8792;339.4;19971.42;2025-04-20
3760;5.0;2.2;Piso;OURENSE;2025-04;180.68;322.24;1611.2;58222.32;2025-04-20
3761;3.4;2.0;Casa Unifamiliar;ALBACETE;2025-05;552.7;322.1579;1095.34;178056.67;2025-04-20
3762;5.8;3.2;Duplex;LAS PALMAS;2025-03;443.4;73.9774;429.07;32801.58;2025-04-20
3763;3.6;3.3;Duplex;BADAJOZ;2025-08;458.09;174.5607;628.42;79964.51;2025-04-20
3764;3.7;4.0;Duplex;CIUDAD REAL;2025-05;388.85;265.4389;982.12;103215.92;2025-04-20
3765;3.4;2.4;Adosado;SORIA;2025-06;405.76;103.4493;351.73;41975.59;2025-04-20
3766;5.7;2.6;Adosado;SORIA;2025-09;390.18;79.6639;454.08;31083.26;2025-04-20
3767;5.6;2.9;Duplex;GRANADA;2025-10;454.38;95.2511;533.41;43280.19;2025-04-20
3768;5.6;4.5;Duplex;SANTA CRUZ DE TENERIFE;2025-05;441.43;74.0609;414.74;32692.7;2025-04-20
3769;4.4;3.0;Duplex;CACERES;2025-07;383.82;79.5504;350.02;30533.03;2025-04-20
3770;5.0;3.0;Piso;VALENCIA;2025-09;237.41;191.693;958.46;45509.84;2025-04-20
3771;4.8;2.4;Piso;CIUDAD REAL;2025-07;193.7;174.3341;836.8;33768.52;2025-04-20
3772;3.4;4.6;Adosado;LLEIDA;2025-09;332.63;62.8412;213.66;20902.87;2025-04-20
3773;3.4;4.7;Adosado;VALENCIA;2025-09;336.93;68.4946;232.88;23077.89;2025-04-20
3774;5.9;3.7;Adosado;SEVILLA;2025-09;315.07;96.2692;567.99;30331.54;2025-04-20
3775;5.4;4.0;Casa Unifamiliar;HUESCA;2025-07;544.92;264.4736;1428.16;144116.95;2025-04-20
3776;3.4;3.0;Duplex;MURCIA;2025-06;359.16;102.0167;346.86;36640.32;2025-04-20
3777;6.2;3.2;Duplex;PONTEVEDRA;2025-10;444.73;62.0638;384.8;27601.63;2025-04-20
3778;3.6;2.1;Piso;ZARAGOZA;2025-09;299.44;493.0901;1775.12;147650.9;2025-04-20
3779;5.7;5.0;Adosado;CACERES;2025-05;291.06;61.7783;352.14;17981.19;2025-04-20
3780;3.9;3.8;Casa Unifamiliar;BIZKAIA;2025-09;588.64;83.4464;325.44;49119.89;2025-04-20
3781;5.1;2.4;Casa Unifamiliar;LEON;2025-04;596.89;41.1924;210.08;24587.33;2025-04-20
3782;4.4;4.7;Adosado;ALAVA;2025-07;300.72;66.4583;292.42;19985.34;2025-04-20
3783;5.0;3.0;Piso;JAEN;2025-10;294.31;51.2329;256.16;15078.35;2025-04-20
3784;3.7;4.5;Casa Unifamiliar;GUADALAJARA;2025-10;551.25;493.1284;1824.58;271837.03;2025-04-20
3785;5.3;2.9;Duplex;HUELVA;2025-07;448.97;323.5915;1715.03;145282.88;2025-04-20
3786;3.4;5.0;Duplex;CIUDAD REAL;2025-03;431.28;65.8014;223.72;28378.83;2025-04-20
3787;5.8;4.4;Adosado;CACERES;2025-10;351.36;107.8673;625.63;37900.25;2025-04-20
3788;4.8;4.4;Duplex;LLEIDA;2025-09;419.16;93.3497;448.08;39128.46;2025-04-20
